Session,Borough,Swimming Pool,Class Type,StartTime,Total Registration,Total Attendance,ClassName
,Q,Roy Wilkins Recreation Center,Level 1,07/17/2024 07:30:00 PM,30,14,Roy Wilkins Recreation Center: Children's Learn To Swim (Level 1)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,11/21/2023 09:00:00 PM,2,2,Learn to Swim: Children ADV. Swimmer Level 5 - Tuesdays 4pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,09/23/2023 06:00:00 PM,8,4,Learn to Swim: Children Swimmer Level 4 - Saturdays 2pm
,M,Constance Baker Motley Recreation Center,Level 1,05/20/2023 02:30:00 PM,25,14,Constance Baker Motley Saturday Children Learn to Swim Level 1
,M,Constance Baker Motley Recreation Center,Tot,12/17/2022 04:30:00 PM,20,2,Constance Baker Motley Learn to Swim: Tots - Saturdays
,M,Asser Levy Recreation Center,Tot,01/15/2022 06:30:00 PM,7,4,Asser Levy Learn to Swim: Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,04/15/2023 04:00:00 PM,12,6,Learn to Swim: Tiny Tots
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,06/01/2024 05:15:00 PM,17,11,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Saturdays 1:15pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,10/16/2023 10:00:00 PM,15,15,"Learn to Swim: Children, Water Test Level 1, Mondays, 6pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,01/20/2024 03:00:00 PM,13,11,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 3 - Saturdays, 10am"
3,,Hamilton Fish Pool,Level 1,08/18/2023 06:00:00 PM,48,12,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,11/22/2023 09:00:00 PM,4,2,"Learn to Swim: Children Swimmer Level 4 - Wednesdays, 4pm"
,M,Constance Baker Motley Recreation Center,Tot,05/04/2024 03:30:00 PM,13,1,Constance Baker Motley Learn to Swim: Tots - Saturday
,B,Metropolitan Pool & Recreation Center,Level 1,04/15/2023 03:00:00 PM,36,14,Metropolitan Saturday Children Learn to Swim Level 1
,M,Asser Levy Recreation Center,Adult,11/25/2023 05:00:00 PM,30,18,Asser Levy Learn to Swim: Adults
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,12/11/2023 10:00:00 PM,7,4,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Mondays, 5pm"
3,,Hamilton Fish Pool,Level 1,08/13/2024 06:00:00 PM,,22,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 1 (Class B)
,M,Asser Levy Recreation Center,,12/06/2023 09:00:00 PM,22,6,Asser Levy Learn to Swim: Children - Wednesdays
,M,Asser Levy Recreation Center,Seniors,10/20/2022 06:30:00 PM,10,10,Asser Levy Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,07/26/2023 08:00:00 PM,4,1,Learn to Swim: Children ADV. Swimmer Level 5- Wednesdays 4pm
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,02/19/2024 11:00:00 PM,6,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Mondays, 6pm"
,Q,Roy Wilkins Recreation Center,,11/13/2023 09:00:00 PM,42,18,Roy Wilkins' Learn To Swim: Children - Monday
,B,Metropolitan Pool & Recreation Center,Adult,04/27/2024 04:30:00 PM,29,8,Metropolitan Learn to Swim: Adults
3,,Hamilton Fish Pool,Level 2,08/08/2023 04:00:00 PM,39,28,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
,B,Red Hook Pool,Level 4,08/28/2024 05:00:00 PM,,11,Advanced: Red Hook Pool - Children's Learn to Swim Level 4
,B,Metropolitan Pool & Recreation Center,Level 1,02/17/2024 04:00:00 PM,33,6,Metropolitan Learn to Swim: Children Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,02/15/2024 09:00:00 PM,16,10,"Learn to Swim: Children Intermediate Level 3 - Thursdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,06/01/2023 08:00:00 PM,1,1,Learn to Swim: Children ADV. Swimmer Level 5
2,Q,Fisher Pool,Tot,07/27/2023 04:00:00 PM,10,8,Session II Tots Learn to Swim Fisher Pool Class B
,,Hamilton Fish Pool,Tot,07/14/2023 04:00:00 PM,20,5,Session l Tots Learn to Swim Hamilton Fish Pool Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,08/15/2023 11:00:00 PM,12,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 (Tuesday, 7pm)"
,B,Metropolitan Pool & Recreation Center,,11/12/2022 05:00:00 PM,90,16,Metropolitan Learn to Swim: Children - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,04/22/2023 02:00:00 PM,10,4,"Learn to Swim: Children Beginner Level 1 - Saturdays, 10am"
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,06/26/2024 05:00:00 PM,13,3,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Wednesdays
3,,Hamilton Fish Pool,Level 2,08/10/2023 04:00:00 PM,39,19,Session 3: Hamilton Fish Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,07/19/2024 10:00:00 PM,9,5,FMAC: Adult Learn to Swim (Level 2)
3,X,Crotona Pool,Level 1,08/16/2023 06:00:00 PM,48,17,Session 3: Crotona Pool - Children's Learn to Swim Level 1 (Class B)
,Q,Fisher Pool,Level 1B,08/01/2023 06:00:00 PM,16,12,Session ll Children Learn to Swim Fisher Pool Level 1B
,B,Metropolitan Pool & Recreation Center,Tot,11/12/2022 05:00:00 PM,20,9,Metropolitan Learn to Swim: Tots - Saturdays
,M,Chelsea Recreation Center,Adult,03/03/2022 04:00:00 PM,13,11,Adult Learn To Swim - George
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,11/14/2023 10:00:00 PM,15,13,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Tuesdays, 5pm"
,X,St. Mary's Recreation Center,Adult,04/30/2022 05:00:00 PM,11,7,St.Mary's Adults Learn to Swim
,Q,Roy Wilkins Recreation Center,,12/28/2022 04:00:00 PM,10,3,Holiday Learn to Swim Roy Wilkins Class B
1,X,Crotona Pool,Level 2,07/09/2024 04:00:00 PM,35,18,Session 1: Crotona Pool - Children's Learn to Swim Level 2 (Class B)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,08/19/2024 09:00:00 PM,21,13,FMAC: Children's Learn to Swim (Level 3)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,04/18/2023 11:00:00 PM,9,7,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 7pm"
1,R,Lyons Pool,Level 2B,07/25/2023 05:00:00 PM,33,25,Session Il Children Learn to Swim Lyons Pool Level 2B
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,02/01/2024 06:00:00 PM,9,7,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,05/04/2023 05:00:00 PM,8,6,Learn to Swim: Adult Advanced Beginner Level 2 - Thursdays
,B,Metropolitan Pool & Recreation Center,Adult,01/21/2023 05:30:00 PM,32,2,Metropolitan Learn to Swim: Adults - ADMIN ONLY
,M,Gertrude Ederle Recreation Center,Level 2,11/04/2023 01:30:00 PM,7,3,Gertrude Ederle Saturday Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,08/26/2023 01:00:00 PM,11,3,"Flushing Meadows Aquatics Center -Children's Learn to Swim Level 1 -(Saturdays, 9am)"
,M,Gertrude Ederle Recreation Center,Level 2,11/11/2023 02:30:00 PM,7,2,Gertrude Ederle Saturday Learn to Swim Level 2
,M,Asser Levy Recreation Center,,03/06/2023 09:00:00 PM,30,11,Asser Levy Learn to Swim: Children - Mondays - ADMIN ONLY
,X,St. Mary's Recreation Center,,05/09/2022 08:00:00 PM,26,14,St. Mary's Learn to Swim: Children (Monday)
,Q,Roy Wilkins Recreation Center,Level 2,10/21/2023 02:30:00 PM,22,13,Roy Wilkins Recreation Center - Children's Learn to Swim Level 2 (Saturdays)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,03/16/2024 06:00:00 PM,6,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 3 - Saturdays, 2pm"
,M,Gertrude Ederle Recreation Center,Level 2,07/24/2024 04:00:00 PM,25,17,Gertrude Ederle Recreation Center: Children's Learn to Swim (Level 2)
3,R,Lyons Pool,Level 1,08/14/2024 05:00:00 PM,54,28,Session 3: Lyons Pool - Children's Learn to Swim Level 1 (Class A)
,M,Constance Baker Motley Recreation Center,Level 1,08/27/2024 03:00:00 PM,,16,Constance Baker Motley Recreation Center: Children's Learn to Swim (Level 1)
1,,Hamilton Fish Pool,Level 1A,07/18/2023 05:00:00 PM,42,5,Session I Children Learn to Swim Hamilton Fish Pool Level 1A
,Q,Roy Wilkins Recreation Center,Seniors,01/19/2022 06:45:00 PM,2,2,Roy Wilkins  Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,05/11/2023 11:00:00 PM,10,9,"Learn to Swim: Children ADV. Beginner Level 2 - Thursdays, 7pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,08/24/2023 08:00:00 PM,14,6,"Learn to Swim: Children Intermediate Level 3 - Thursdays, 4pm"
,Q,Roy Wilkins Recreation Center,,11/14/2024 09:00:00 PM,27,9,Roy Wilkins: Afterschool Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Level 5,11/14/2024 09:00:00 PM,13,8,FMAC: Children's Learn to Swim (Level 5)
,Q,Roy Wilkins Recreation Center,,04/05/2024 06:30:00 PM,28,13,Roy Wilkins Senior Learn To Swim - Friday (Beginner)
,M,Constance Baker Motley Recreation Center,Adult,10/26/2024 04:00:00 PM,27,16,Constance Baker Motley: Adult Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,10/30/2023 05:00:00 PM,5,3,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Mondays
,B,St. John's Recreation Center,Level 2,10/22/2022 02:30:00 PM,24,9,St. Johns Saturday Children Learn to Swim Level 2
,Q,Roy Wilkins Recreation Center,,05/29/2024 08:00:00 PM,33,5,Roy Wilkins SQPA Learn to Swim: Children - Wednesday
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,11/22/2024 06:00:00 PM,10,5,FMAC: Senior Learn to Swim (Level 3)
,M,Constance Baker Motley Recreation Center,,06/06/2024 08:00:00 PM,26,1,Constance Baker Motley Learn to Swim: Children - Thursday
,Q,Roy Wilkins Recreation Center,,01/18/2024 09:00:00 PM,26,20,Roy Wilkins Learn To Swim: Children - Thursday
,Q,Roy Wilkins Recreation Center,Level 1,01/28/2023 04:30:00 PM,17,13,Roy Wilkins Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,10/16/2024 10:00:00 PM,11,1,"FMAC: Children's Learn to Swim Water Test Level 1 (Wednesday, 6pm)"
,B,Metropolitan Pool & Recreation Center,Adult,05/27/2023 04:30:00 PM,33,10,Metropolitan Learn to Swim: Adult - Saturday
,M,Constance Baker Motley Recreation Center,Tot,12/02/2023 04:30:00 PM,10,10,Constance Baker Motely Learn to Swim: Tots - Saturdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,02/10/2024 02:00:00 PM,10,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 - Saturdays, 9am"
1,,Astoria Pool,Level 2,07/10/2024 11:00:00 AM,,21,Session 1: Astoria Pool - Children's Learn to Swim Level 2 (Class A)
,Q,Roy Wilkins Recreation Center,,01/18/2024 02:00:00 PM,20,12,Roy Wilkins Senior Learn To Swim - Thursday (Beginner)
1,X,Crotona Pool,Level 1A,07/17/2023 05:00:00 PM,48,15,Session I Children Learn to Swim Crotona Pool Level 1A
,M,Constance Baker Motley Recreation Center,,10/15/2024 08:00:00 PM,25,4,Constance Baker Motley: Afterschool Learn to Swim
,M,Gertrude Ederle Recreation Center,Seniors,04/25/2024 05:00:00 PM,16,6,Gertrude Ederle Learn to Swim: Seniors - Thursday
,M,Chelsea Recreation Center,,12/27/2023 04:00:00 PM,28,9,Holiday Learn to Swim Chelsea Class A
,M,Asser Levy Recreation Center,Tot,01/20/2024 04:30:00 PM,15,8,Asser Levy Learn to Swim: Tots
,B,St. John's Recreation Center,Tot,02/24/2024 05:30:00 PM,12,4,St John's Learn to Swim: Tots
,B,Metropolitan Pool & Recreation Center,,02/19/2024 09:00:00 PM,42,23,Metropolitan Learn to Swim: Children
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/05/2024 06:00:00 PM,20,14,FMAC: Adult Learn to Swim (Level 2)
,B,Metropolitan Pool & Recreation Center,Level 1,08/10/2023 07:15:00 PM,34,13,Metropolitan Recreation Center - Children's Learn to Swim Level 1 (Thursdays)
,Q,Roy Wilkins Recreation Center,Adult,12/02/2023 06:00:00 PM,22,22,Roy Wilkins Learn to Swim: Adults - Saturdays
,M,Constance Baker Motley Recreation Center,Seniors,02/16/2023 07:30:00 PM,8,1,Constance Baker Motely Learn to Swim: Seniors - ADMIN ONLY
,Q,Roy Wilkins Recreation Center,,03/12/2024 08:00:00 PM,23,17,Roy Wilkins Learn To Swim: Children - Tuesday
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/02/2024 05:15:00 PM,20,4,FMAC: Adult Learn to Swim (Level 1)
,Q,Roy Wilkins Recreation Center,,03/30/2024 04:00:00 PM,53,6,Roy Wilkins Children Learn to Swim: Saturday Water Test
,M,Gertrude Ederle Recreation Center,Seniors,12/15/2022 07:30:00 PM,3,2,Gertrude Ederle Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,10/26/2024 02:00:00 PM,15,2,FMAC: Children's Learn to Swim (Level 2)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,09/02/2023 06:00:00 PM,8,5,Learn to Swim: Children Swimmer Level 4 - Saturdays 2pm
,B,Metropolitan Pool & Recreation Center,Level 2,06/10/2023 02:00:00 PM,33,10,Metropolitan Saturday Children Learn to Swim Level 2
,M,Asser Levy Recreation Center,,02/26/2024 09:00:00 PM,23,18,Asser Levy Learn to Swim: Children - Mondays
,M,Asser Levy Recreation Center,,04/11/2024 05:00:00 PM,18,7,Asser Levy Senior Learn to Swim: Thursdays
1,X,Crotona Pool,Level 2,07/18/2024 03:00:00 PM,,19,Session 1: Crotona Pool - Children's Learn to Swim Level 2 (Class A)
,M,Asser Levy Recreation Center,Level 1,10/21/2023 02:30:00 PM,22,12,Asser Levy Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,03/25/2024 08:00:00 PM,15,1,"Learn to Swim: Children Intermediate Level 3 - Mondays, 4pm"
,B,Red Hook Pool,Level 5,08/27/2024 06:00:00 PM,,19,Advanced: Red Hook Pool - Children's Learn to Swim Level 5
,M,Chelsea Recreation Center,Seniors,10/20/2022 06:30:00 PM,7,7,Chelsea Learn to Swim: Seniors
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,02/05/2024 11:00:00 PM,9,4,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Mondays, 6pm"
3,B,Red Hook Pool,Level 1,08/11/2023 06:00:00 PM,49,28,Session 3: Red Hook Pool - Children's Learn to Swim Level 1 (Class B)
,M,Constance Baker Motley Recreation Center,Seniors,06/08/2023 06:30:00 PM,22,18,Constance Baker Motely Learn to Swim: Seniors
3,Q,Fisher Pool,Level 1,08/10/2023 05:00:00 PM,17,8,Session 3: Fisher Pool - Children's Learn to Swim Level 1 (Class A
,M,Gertrude Ederle Recreation Center,Tot,01/14/2023 04:30:00 PM,15,11,Gertrude Ederle Learn to Swim: Tots - Saturdays - ADMIN ONLY
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,03/18/2024 09:00:00 PM,10,6,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 1 - Mondays, 5pm"
,Q,Roy Wilkins Recreation Center,Level 1,08/05/2024 07:30:00 PM,31,25,Roy Wilkins Recreation Center: Children's Learn To Swim (Level 1)
,M,Gertrude Ederle Recreation Center,Adult,11/09/2024 05:00:00 PM,31,11,Gertrude Ederle: Adults Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,10/21/2023 04:00:00 PM,15,9,"Learn to Swim: Parent and Tiny Tots - (Saturdays, 12pm)"
,B,St. John's Recreation Center,Level 1,04/30/2022 03:00:00 PM,21,21,St. John's Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,11/04/2023 04:00:00 PM,15,4,"Learn to Swim: Parent and Tiny Tots - (Saturdays, 12pm)"
,Q,Flushing Meadows Corona Park Aquatics Center,,12/26/2023 05:00:00 PM,30,17,Holiday Learn to Swim Class C Flushing Meadows
,B,St. John's Recreation Center,Level 2,02/25/2023 03:30:00 PM,13,11,St. Johns Saturday Children Learn to Swim Level 2
,Q,Roy Wilkins Recreation Center,Adult,04/06/2024 05:00:00 PM,28,13,Roy Wilkins Learn to Swim: Adults - Saturday
,Q,Roy Wilkins Recreation Center,Level 1,04/30/2022 04:00:00 PM,19,8,Roy Wilkins Learn to Swim: Children Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 1,04/10/2023 09:00:00 PM,10,9,"Learn to Swim: Children Beginner Level 1 - Mondays, 5pm"
,M,Gertrude Ederle Recreation Center,Tot,01/27/2024 04:30:00 PM,24,7,Gertrude Ederle Learn to Swim: Tots - Saturday
,M,Asser Levy Recreation Center,Tot,05/13/2023 03:30:00 PM,16,8,Asser Levy Learn to Swim: Tots - Saturdays
,Q,Fisher Pool,Level 2A,07/14/2023 03:00:00 PM,16,9,Session l Children Learn to Swim Fisher Pool Level 2A
,M,Chelsea Recreation Center,Adult,06/02/2022 03:00:00 PM,8,8,Adult Learn To Swim
,B,St. John's Recreation Center,Level 2,02/10/2024 03:30:00 PM,20,6,St. John's Learn to Swim: Children Level 2
,,Hamilton Fish Pool,Tot,07/28/2023 04:00:00 PM,22,17,Session ll Tots Learn to Swim Hamilton Fish Pool Class B
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,12/09/2023 04:00:00 PM,4,4,"Flushing Meadows Aquatics Center - Children's Learn to Swim Level 2 (Saturdays, 11am)"
,B,St. John's Recreation Center,,05/09/2022 08:00:00 PM,18,18,St. John's Learn to Swim: Children (Monday)
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,01/18/2024 06:00:00 PM,9,7,Flushing Meadows Aquatic Center Adult Learn to Swim Level 2 - Thursdays
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,08/27/2024 09:00:00 PM,16,13,FMAC: Children's Learn to Swim (Level 4)
,M,Asser Levy Recreation Center,Level 1,02/05/2022 05:30:00 PM,14,9,Asser Levy Learn to Swim: Children Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 6,09/26/2023 08:00:00 PM,6,4,"Learn to Swim: Children Skill Proficiency Level 6- Tuesdays, 4pm"
,B,St. John's Recreation Center,Level 1,02/18/2023 04:30:00 PM,10,9,St. Johns Saturday Children Learn to Swim Level 1
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,02/21/2024 09:00:00 PM,11,11,"Learn to Swim: Children Intermediate Level 3 - Wednesdays, 4pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,05/02/2023 10:00:00 PM,10,9,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 6pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,09/12/2023 11:00:00 PM,11,8,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 2 (Tuesday, 7pm)"
,Q,Roy Wilkins Recreation Center,Level 2,02/25/2023 03:30:00 PM,14,8,Roy Wilkins Saturday Children Learn to Swim Level 2
,Q,Flushing Meadows Corona Park Aquatics Center,Adult,11/29/2023 06:00:00 PM,3,1,Flushing Meadows Aquatic Center Adult Learn to Swim Level 1 - Wednesdays
,Q,Flushing Meadows Corona Park Aquatics Center,,12/27/2023 05:00:00 PM,30,16,Holiday Learn to Swim Class C Flushing Meadows
2,Q,Liberty Pool,Level 1,07/24/2023 06:00:00 PM,22,11,Session II Children Learn to Swim Liberty Pool Level 1 Class A
,Q,Flushing Meadows Corona Park Aquatics Center,Level 3,03/09/2024 03:00:00 PM,12,12,"Flushing Meadows Aquatics Center- Children's Learn to Swim Level 3 - Saturdays, 10am"
,Q,Roy Wilkins Recreation Center,Seniors,10/26/2023 01:00:00 PM,22,14,Roy Wilkins Seniors Learn To Swim (Beginner)
,M,Gertrude Ederle Recreation Center,,10/31/2023 08:00:00 PM,21,6,Gertrude Ederle Learn to Swim: Children - Tuesdays
,Q,Flushing Meadows Corona Park Aquatics Center,Tot,01/27/2024 05:45:00 PM,15,11,"Flushing Meadows Aquatics Center - Parent and Tot Learn to Swim (Saturdays, 12:45pm)"
,B,Metropolitan Pool & Recreation Center,Adult,02/17/2024 05:30:00 PM,35,7,Metropolitan Learn to Swim: Adults
,M,Chelsea Recreation Center,Level 1,12/02/2023 03:30:00 PM,6,6,Chelsea Saturday Children Learn to Swim Level 1
,Q,Roy Wilkins Recreation Center,Level 2,08/29/2023 04:00:00 PM,30,17,Roy Wilkins Recreation Center - Children's Learn to Swim Level 2 (Tuesdays)
,M,Constance Baker Motley Recreation Center,Adult,11/04/2023 04:00:00 PM,23,23,Constance Baker Motley Learn to Swim: Adults
,B,St. John's Recreation Center,,12/26/2023 04:00:00 PM,30,17,Holiday Learn to Swim St. John's Class A
1,Q,Fisher Pool,Level 2,07/17/2024 11:00:00 AM,,14,Session 1: Fisher Pool - Children's Learn to Swim Level 2 (Class A)
,Q,Flushing Meadows Corona Park Aquatics Center,Level 2,06/13/2023 11:00:00 PM,9,6,"Learn to Swim: Children ADV. Beginner Level 2 - Tuesdays, 7pm"
,Q,Flushing Meadows Corona Park Aquatics Center,Level 6,05/23/2023 08:00:00 PM,3,3,"Learn to Swim: Children Skill Proficiency Level 6- Tuesdays, 4pm"
,M,Gertrude Ederle Recreation Center,,04/13/2023 04:00:00 PM,29,16,Holiday Learn to Swim Gertrude Ederle Class B
,Q,Roy Wilkins Recreation Center,Adult,04/20/2024 05:00:00 PM,27,13,Roy Wilkins Learn to Swim: Adults - Saturday
3,B,Red Hook Pool,Tot,08/10/2023 04:00:00 PM,21,6,Session 3: Red Hook Pool - Tots Learn to Swim (Class B)
,Q,Roy Wilkins Recreation Center,,06/04/2022 04:00:00 PM,23,24,Learn to Swim
,Q,Flushing Meadows Corona Park Aquatics Center,Level 4,05/08/2023 08:00:00 PM,4,2,"Learn to Swim: Children Swimmer Level 4 - Mondays, 4pm"
,B,Metropolitan Pool & Recreation Center,,12/06/2021 09:00:00 PM,15,15,Metropolitan Learn to Swim: Children
,M,Constance Baker Motley Recreation Center,,11/16/2023 09:00:00 PM,25,20,Constance Baker Motley Learn to Swim: Children - Thursdays
,B,St. John's Recreation Center,Level 1,04/16/2022 03:00:00 PM,21,17,St. John's Learn to Swim Level 1
